Date,Adj Close
"January 1, 2019",5332.66
"January 8, 2019",5381.91
"January 15, 2019",5500.59
"January 22, 2019",5524.1
"January 29, 2019",5650.21
"February 5, 2019",5666.35
"February 12, 2019",5840.45
"February 19, 2019",5911.99
"February 26, 2019",5973.82
"March 5, 2019",5950.53
"March 12, 2019",6116.5
"March 19, 2019",5944.52
"March 26, 2019",6108.25
"April 1, 2019",6183.11
"April 8, 2019",6224.86
"April 15, 2019",6305.83
"April 22, 2019",6306.51
"April 29, 2019",6196.38
"May 6, 2019",5946.7
"May 13, 2019",6055.21
"May 20, 2019",6029.89
"May 27, 2019",5922.85
"June 3, 2019",6082.22
"June 10, 2019",6091.77
"June 17, 2019",6239.53
"June 24, 2019",6291.74
"July 1, 2019",6315.78
"July 8, 2019",6303.38
"July 15, 2019",6290.73
"July 22, 2019",6329.24
"July 29, 2019",5922.95
"August 5, 2019",6000.65
"August 12, 2019",6069.86
"August 19, 2019",6046.65
"August 26, 2019",6207.14
"September 2, 2019",6315.51
"September 9, 2019",6330.52
"September 16, 2019",6362.76
"September 23, 2019",6415.9
"September 30, 2019",6239.42
"October 7, 2019",6376.68
"October 14, 2019",6382.64
"October 21, 2019",6475.54
"October 29, 2019",6581.46
"November 5, 2019",6660.02
"November 12, 2019",6700.66
"November 19, 2019",6695.09
"November 26, 2019",6539.02
"December 3, 2019",6596.09
"December 10, 2019",6770.58
"December 17, 2019",6813.19
"December 24, 2019",6759.91
"December 31, 2019",6795.36
"January 7, 2020",6820.84
"January 14, 2020",6868.75
"January 21, 2020",6625.21
"January 28, 2020",6590.74
"February 4, 2020",6797.71
"February 11, 2020",6877.12
"February 18, 2020",6544.81
"February 25, 2020",6026.88
"March 3, 2020",5319.94
"March 10, 2020",4386.05
"March 17, 2020",4423.17
"March 24, 2020",4947.72
"March 30, 2020",4911.14
"April 6, 2020",5092.74
"April 13, 2020",5116.98
"April 20, 2020",5090.94
"April 27, 2020",4947.4
"May 4, 2020",5073.95
"May 11, 2020",5083.12
"May 18, 2020",5130.1
"May 25, 2020",5381.94
"June 1, 2020",5848.34
"June 8, 2020",5441.76
"June 15, 2020",5592.03
"June 22, 2020",5588.37
"June 29, 2020",5742.11
"July 6, 2020",5713.54
"July 13, 2020",5755.29
"July 20, 2020",5581.77
"July 27, 2020",5509.8
"August 3, 2020",5547.75
"August 10, 2020",5618.29
"August 17, 2020",5658.92
"August 24, 2020",5590.36
"August 31, 2020",5710.7
"September 7, 2020",5708.62
"September 14, 2020",5415.01
"September 21, 2020",5472.9
"September 28, 2020",5505.21
"October 5, 2020",5626.6
"October 12, 2020",5585.16
"October 19, 2020",5442.22
"October 27, 2020",5300.99
"November 3, 2020",6030.04
"November 10, 2020",6182.77
"November 17, 2020",6206.13
"November 24, 2020",6235.96
"December 1, 2020",6297.92
"December 8, 2020",6246.46
"December 15, 2020",6094.47
"December 22, 2020",6314.87
"December 29, 2020",6315.52
"January 5, 2021",6398.55
"January 12, 2021",6347.52
"January 19, 2021",6183.77
"January 26, 2021",6171.7
"February 2, 2021",6425.21
"February 9, 2021",6538.46
"February 16, 2021",6517.21
"February 23, 2021",6545.85
"March 2, 2021",6670.38
"March 9, 2021",6820.65
"March 16, 2021",6744.38
"March 23, 2021",6797.53
"March 29, 2021",6896.34
"April 5, 2021",6962.7
"April 12, 2021",7115.26
"April 19, 2021",7091.34
"April 26, 2021",7127.93
"May 3, 2021",7216.17
"May 10, 2021",7195.11
"May 17, 2021",7241.59
"May 24, 2021",7285.3
"May 31, 2021",7333.02
