Date,Adj Close
"January 01, 2019",2549.69
"January 08, 2019",2582.61
"January 15, 2019",2670.71
"January 22, 2019",2643.85
"January 29, 2019",2724.87
"February 05, 2019",2709.8
"February 12, 2019",2775.6
"February 19, 2019",2796.11
"February 26, 2019",2792.81
"March 05, 2019",2783.3
"March 11, 2019",2832.94
"March 18, 2019",2798.36
"March 25, 2019",2867.19
"April 01, 2019",2895.77
"April 08, 2019",2905.58
"April 15, 2019",2907.97
"April 22, 2019",2943.03
"April 29, 2019",2932.47
"May 6, 2019",2811.87
"May 13, 2019",2840.23
"May 20, 2019",2826.06
"May 27, 2019",2744.45
"June 03, 2019",2886.73
"June 10, 2019",2889.67
"June 17, 2019",2945.35
"June 24, 2019",2964.33
"July 01, 2019",2975.95
"July 08, 2019",3014.3
"July 15, 2019",2985.03
"July 22, 2019",3020.97
"July 29, 2019",2844.74
"August 05, 2019",2882.7
"August 12, 2019",2923.65
"August 19, 2019",2878.38
"August 26, 2019",2926.46
"September 02, 2019",2978.43
"September 09, 2019",2997.96
"September 16, 2019",2991.78
"September 23, 2019",2976.74
"September 30, 2019",2938.79
"October 07, 2019",2966.15
"October 14, 2019",3006.72
"October 21, 2019",3039.42
"October 28, 2019",3078.27
"November 05, 2019",3087.01
"November 12, 2019",3122.03
"November 19, 2019",3133.64
"November 26, 2019",3113.87
"December 03, 2019",3135.96
"December 10, 2019",3191.45
"December 17, 2019",3224.01
"December 24, 2019",3221.29
"December 31, 2019",3246.28
"January 07, 2020",3288.13
"January 14, 2020",3329.62
"January 21, 2020",3243.63
"January 28, 2020",3248.92
"February 04, 2020",3352.09
"February 11, 2020",3380.16
"February 18, 2020",3225.89
"February 25, 2020",3090.23
"March 03, 2020",2746.56
"March 09, 2020",2386.13
"March 16, 2020",2237.4
"March 23, 2020",2626.65
"March 30, 2020",2663.68
"April 06, 2020",2761.63
"April 13, 2020",2823.16
"April 20, 2020",2878.48
"April 27, 2020",2842.74
"May 4, 2020",2930.19
"May 11, 2020",2953.91
"May 18, 2020",2955.45
"May 25, 2020",3055.73
"June 01, 2020",3232.39
"June 08, 2020",3066.59
"June 15, 2020",3117.86
"June 22, 2020",3053.24
"June 29, 2020",3179.72
"July 06, 2020",3155.22
"July 13, 2020",3251.84
"July 20, 2020",3239.41
"July 27, 2020",3294.61
"August 03, 2020",3360.47
"August 10, 2020",3381.99
"August 17, 2020",3431.28
"August 24, 2020",3500.31
"August 31, 2020",3426.96
"September 07, 2020",3383.54
"September 14, 2020",3281.06
"September 21, 2020",3351.6
"September 28, 2020",3408.6
"October 05, 2020",3534.22
"October 12, 2020",3426.92
"October 19, 2020",3400.97
"October 26, 2020",3310.24
"November 03, 2020",3550.5
"November 10, 2020",3626.91
"November 17, 2020",3577.59
"November 24, 2020",3621.63
"December 01, 2020",3691.96
"December 08, 2020",3647.49
"December 15, 2020",3694.92
"December 22, 2020",3735.36
"December 29, 2020",3700.65
"January 05, 2021",3799.61
"January 12, 2021",3768.25
"January 19, 2021",3855.36
"January 26, 2021",3773.86
"February 02, 2021",3915.59
"February 09, 2021",3934.83
"February 16, 2021",3876.5
"February 23, 2021",3901.82
"March 02, 2021",3821.35
"March 09, 2021",3968.94
"March 15, 2021",3940.59
"March 22, 2021",3971.09
"March 29, 2021",4077.91
"April 05, 2021",4127.99
"April 12, 2021",4163.26
"April 19, 2021",4187.62
"April 26, 2021",4192.66
"May 3, 2021",4188.43
"May 10, 2021",4163.29
"May 17, 2021",4197.05
"May 24, 2021",4204.11
"May 31, 2021",4202.04
